"ZipCode","ZIP_AverageHomeValue","ZIP_AverageIncome","ZIP_Population","ZIP_LandArea"
45657,115600,63750,2211,29.337
84754,97600,55172,4801,95.736
97943,92900,35563,10862,227.178
65410,147800,67314,7095,67.318
47147,85000,48167,3351,123.649
46570,146000,54618,3350,64.662
67210,88800,34186,36298,95.201
80299,162100,53884,24379,78.991
88582,106000,38860,808,82.395
90100,103200,37318,11007,165.047
77507,64000,42500,1806,163.945
93459,81200,50471,1611,111.87
87696,62200,36042,1133,24.023
47931,67600,44972,1636,50.26
47333,77100,44891,5568,262.483
81376,84700,31632,1088,79.508
63036,94200,41862,5395,49.726
68618,84300,38941,4282,161.606
49556,96700,50645,4225,67.794
46404,66400,29891,2876,134.103
10228,105200,39867,2874,3.004
78527,89500,44776,11518,135.229
74534,99500,35731,2846,103.623
89632,70500,42549,3491,72.101
75904,124700,39508,15849,9.343
80206,77100,34045,23286,48.992
96457,95700,50306,5456,46.216
88202,130000,47441,29934,47
88890,174600,57655,27823,79.187
77329,94900,41023,2588,90.532
63226,86400,60877,2787,116.972
86469,104700,50974,13977,318.793
94511,67300,39718,6036,88.565
98816,76600,35071,3460,170.535
47250,95200,41870,4652,84.636
60819,97500,44898,11444,187.444
58258,106900,58415,9778,145.05
54883,118600,44059,13196,75.96
50283,136000,56732,8611,124.178
58656,87400,46755,2189,58.685
97535,117900,44981,16638,175.71
55309,118300,48162,12417,203.123
84959,86400,44015,4804,107.132
45923,89800,33246,8246,335.22
55343,83100,47757,2807,127.362
72280,104800,56972,24536,127.575
89555,83200,37813,1993,22.787
62711,68300,32619,17290,122.969
58921,123800,47037,17097,237.323
55708,76300,37574,2562,128.409
55176,75900,36740,3914,56.355
83921,85300,44188,7548,101.007
66505,86400,42364,12985,231.904
45790,89900,49489,5098,89.769
73383,140800,55475,6869,10.979
97555,123000,46025,34373,15.717
47555,67800,30201,27069,13.643
77031,197400,52612,37166,54.232
79201,87700,38512,8684,67.077
58719,89300,51273,2168,27.691
61315,82500,47280,8771,75.008
76263,158800,58176,13711,51.686
10504,65700,34231,7156,54.768
88444,99600,54750,5062,20.723
58411,134700,42063,3937,46.821
66627,95200,42429,17253,161.034
67057,104700,42336,6986,147.984
98894,122400,51250,5783,124.203
98299,93000,50794,5719,104.391
95073,89900,53482,4002,68.554
95919,124000,46926,9072,49.373
94939,83700,47250,2614,130.158
68043,161100,79223,12466,43.544
55613,104300,45625,6005,107.791
55544,133300,51268,7607,102.136
82948,85900,39705,26388,305.332
99836,91500,58824,2776,120.763
85188,144500,59969,18361,143.992
79633,120600,45599,12791,178.38
89566,95400,41875,3254,56.295
90569,93500,46019,7219,121.805
89535,60000,39688,658,38.598
71317,80700,39940,11263,267.49
79896,123100,48824,7593,188.922
50628,109200,51140,4203,36.756
64476,155100,66250,13125,38.539
78851,107900,38059,3518,94.277
65611,87700,38255,16799,214.598
78651,86500,45730,22397,332.439
94690,86700,48523,5386,255.15
64401,105500,53871,3324,245.181
45982,82800,29114,12012,449.997
81889,61200,40339,5069,147.438
92203,89800,49643,7076,273.312
57357,75800,36823,3259,316.753
58368,89500,40020,2718,145.728
72521,65300,40250,1859,242.324
65603,0,49912,671,71.369
63766,95400,43125,5050,259.39
62778,60400,27773,963,74.599
85833,64800,37569,2369,272.042
96656,78300,41932,1923,118.045
89490,77700,44375,6644,169.643
77065,77600,35335,10091,246.812
46148,94600,45604,29036,161.471
53779,73300,30774,4179,236.582
87935,69800,20614,1411,90.336
46306,81500,28984,1599,132.596
99126,74000,24005,2023,134.776
70916,90300,56058,2631,56.02
59854,74300,33420,13685,354.296
90362,74500,39167,889,125.577
73209,87900,46574,2608,185.983
48966,67700,44413,9105,84.817
96831,76300,37024,1301,39.808
93082,82300,40847,3578,138.887
93421,92900,32512,6281,244.908
89963,82400,40500,7976,197.609
78299,88400,39457,16134,393.076
64445,75300,46600,3280,104.502
54413,80000,37277,7623,243.004
53233,104900,41184,923,46.531
71824,93300,32494,14910,277.152
64663,77700,34811,20097,231.83
84141,167800,45065,17591,73.914
89446,63600,32549,5371,270.854
99556,58300,29130,1766,73.407
94990,96200,50387,4116,85.893
69168,79300,30948,6620,360.934
85198,75900,47981,2599,179.145
58598,68900,32786,3126,102.992
84260,86000,35712,3699,143.466
50848,64100,37895,750,182.971
91003,76900,36867,11423,291.212
90355,72900,38009,2836,161.632
89708,158700,78895,30460,10.328
61748,0,0,0,0
70757,195800,41959,22639,7.562
96066,269900,112188,13602,74.123
51369,89600,51224,19759,98.202
46833,82800,32653,55706,8.937
81522,98100,34733,21594,8.013
10096,170000,58969,25689,8.176
84334,153200,47633,30680,8.963
83071,96000,48720,34072,5.766
63863,117200,51929,16658,4.284
99315,164200,85997,30852,8.86
49751,147100,66429,44724,10.394
56470,116700,61187,26938,7.653
80121,130800,58849,27270,66.005
91427,182600,65517,33673,7.241
71309,132400,51786,13212,2.671
52157,109200,51757,5832,56.217
75588,152500,74472,59744,77.139
89427,98400,49508,17759,72.476
75465,112500,54169,24819,164.003
10581,432800,161884,22748,13.057
10487,151800,68274,22352,45.965
10396,164700,61781,32925,6.52
10457,156800,52355,27524,11.374
98813,76500,52344,434,11.818
84891,153000,51033,7071,137.342
85549,165500,60530,3866,100.973
92323,131400,48534,21989,108.488
47612,185600,65774,25130,100.973
82172,154400,65019,5875,122.073
95738,258200,81488,46320,36.829
10478,253500,95191,15995,45.31
47647,128400,51283,28421,8.037
47389,191100,84966,11764,3.802
69617,68000,44464,3084,89.06
90457,106700,57939,17123,54.403
60316,171900,73662,6764,7.4
10240,205400,89652,61361,51.845
10484,160800,67159,1883,29.867
61247,184700,82987,28986,98.373
79267,141600,60161,3142,86.077
10401,80800,39263,22117,174.405
57970,151500,58966,3320,7.546
10590,126900,54805,5327,84.2
95221,0,0,590,7.309
53431,137800,63898,8572,67.188
48439,127800,59965,17748,100.484
91485,94700,55065,8327,50.827
53426,144500,70918,8787,63.848
65609,120100,51588,20196,14.678
81721,192900,74688,11499,158.628
87429,586900,187670,26669,22.556
58534,100600,47500,2095,37.034
67384,189600,56859,8111,4.315
88426,83200,36523,14572,5.454
87371,59600,23493,17446,5.86
91611,51200,24424,22194,5.571
76301,71100,35052,35389,14.548
83619,241900,59314,25917,10.776
63012,119400,61246,38227,46.689
87162,368600,65202,21710,8.136
62674,88500,43823,30434,5.735
89816,81300,42366,21685,8.255
57626,96200,38570,38993,11.328
85891,83600,40058,24741,9.124
97866,68000,35153,20696,4.661
79674,140500,46110,46746,12.166
81324,88500,42620,30645,10.786
57295,137600,63341,13866,7.57
77954,62900,32318,42761,16.198
83386,136800,41326,15283,9.752
85067,146500,81470,29722,8.102
76076,165100,78318,19395,63.564
47553,0,63594,2003,2.175
64465,139100,75826,28374,15.103
65135,241700,51441,24709,7.326
85639,111500,52284,48394,9.238
67296,94400,46546,23704,7.968
90322,119100,59788,20684,25.967
98973,142800,69807,54911,13.535
59964,91800,52257,26340,27.866
73169,105200,63317,23331,4.665
56210,0,49729,3115,3.464
46234,66200,34092,16748,3.933
53510,183500,90240,4891,14.446
62196,149500,81325,48058,54.02
82235,138500,52109,33444,9.417
64959,180700,85572,28209,8.784
71227,129600,25533,27107,5.581
60326,186500,44223,18510,8.46
98455,187500,57973,10579,36.796
81757,201400,72680,19782,27.099
84979,129200,48558,24018,6.544
65259,175800,80020,39556,16.063
53203,127800,59063,3156,99.675
71071,172200,85071,22141,79.458
77342,78300,42361,1119,184.926
65472,97700,47243,9711,378.741
74734,132000,59420,3235,62.96
65097,105100,66250,431,26.485
74361,148300,62500,1087,114.45
90695,125200,53007,26120,369.44
72981,190300,95274,60388,17.183
91472,73900,42153,1780,22.625
61486,153100,84918,13098,71.849
46434,300400,116824,34647,14.431
10540,159100,79027,7194,67.165
68585,153800,47760,731,53.019
88132,162200,71000,2863,185.026
87339,81200,36719,5411,262.172
58582,145100,59929,6659,89.294
87236,146600,66927,4618,56.651
70338,294400,102145,27648,45.316
80656,69200,50714,1412,35.651
90427,141600,70024,13495,120.114
62899,77200,55000,1853,101.096
82826,122800,56607,1352,39.526
65320,117900,60000,4745,98.924
98097,131200,60031,9135,203.888
57416,46900,27211,16540,11.734
53675,106400,46370,13206,8.259
85501,103200,55224,4746,219.058
75227,75900,42668,15991,13.065
96829,130300,49112,19677,8.952
10392,97100,41668,13862,5.56
88281,132800,66448,17989,179.784
10217,0,60078,7535,1.665
60524,97800,52026,11270,78.476
61307,39900,38730,3502,284.298
98725,76800,43618,4831,532.331
10587,91100,55804,2317,236.133
89076,85500,50575,13045,198.396
46760,50700,37401,1606,104.602
89639,57200,44091,4162,282.217
55335,58400,38672,802,30.395
56306,72200,43276,12991,476.271
65153,121100,60694,1329,198.945
83615,135300,41617,25702,412.343
10376,76600,42423,8992,515.046
95887,132100,46391,11302,131.558
52709,80500,50439,2532,359.645
99421,101600,50795,3384,118.718
51395,115200,39911,1370,95.557
59388,191400,59063,1416,120.107
53841,35400,33438,612,72.695
10226,60100,37436,5721,404.952
65288,81900,40508,7545,446.755
91126,70300,31719,1897,141.461
79144,75200,36603,3635,145.294
62328,72200,18869,407,67.825
86652,87700,41024,9000,419.469
47142,79200,34975,5628,126.191
95908,91500,51356,13258,461.114
67064,63600,44583,1014,90.343
97921,131000,39301,3960,316.512
10555,80100,52500,6261,564.141
10185,182900,74079,2982,167.876
10629,80600,31719,481,75.792
71709,58300,48854,506,185.839
79515,154400,48721,1499,100.898
60305,67600,38571,977,236.653
80310,132000,51736,2637,102.719
98478,119400,41042,1147,106.353
60132,130600,45208,2507,89.435
90084,99600,41269,16897,116.836
83095,151800,63301,31545,62.259
88026,91000,37955,24268,27.073
97973,83200,35446,3317,78.409
96363,152200,58425,34172,105.478
10082,70800,36650,1581,116.513
66858,71500,36883,8413,301.269
93579,109400,52115,35534,114.825
95361,94800,56360,2867,67.225
78743,135500,51362,4058,128.365
66804,104100,47057,16974,504.302
63408,122700,44313,2540,93.41
91348,100100,48087,4978,382.057
76949,92200,42417,2615,88.408
76010,146100,60954,3870,53.763
10255,117800,59038,761,150.013
96455,159400,61719,7841,137.385
46799,69900,29920,19206,4.751
75606,143700,59643,40025,80.569
99228,89000,39474,30430,48.591
63769,82500,41686,29943,30.597
84239,169900,67399,26344,15.513
93625,127100,52605,44490,76.635
56751,121600,46015,11586,531.564
92246,96500,48523,2104,8.699
82746,87900,40481,1461,98.613
92213,98100,54750,5178,135.679
51893,125600,54551,5051,6.715
93065,99100,37153,8984,193.578
91927,56100,37721,2572,179.824
93716,259400,92780,6790,118.183
77206,122600,46125,17661,142.394
87588,115600,46555,3046,151.14
78706,137500,56094,1766,75.054
82414,117300,58750,1037,72.706
65708,81800,48036,1015,52.716
66655,108800,58043,2231,64.247
77829,95000,47639,1563,40.903
10207,90800,46838,1601,88.551
86295,77700,55057,1989,141.531
70495,128100,63411,1840,14.412
55681,48900,37125,1778,60.061
70545,168100,75714,4973,48.273
10230,109500,46573,7093,282.853
72649,52500,26736,1341,105.504
46727,114300,47500,1497,43.371
10050,59400,40815,1584,91.863
75733,69900,43824,1674,75.071
55918,90400,47083,7057,255.48
97196,142900,70313,13554,7.987
87421,86000,40331,11039,167.466
69353,87300,50063,2302,103.115
57732,91300,38750,790,138.336
84531,94100,42583,3300,103.157
65203,113000,42625,1082,148.651
56157,161800,77546,7831,76.353
91708,163700,59470,9307,106.306
53899,55500,31944,8708,160.534
56968,75100,38052,3514,135.045
69370,93600,40500,2526,159.074
71912,82000,45625,244,16.378
80304,82900,37147,11313,144.005
61462,89000,48571,1377,70.057
52674,84600,46288,1777,79.607
64838,81000,52125,413,21.459
73478,80000,42188,1432,76.269
53527,91100,48984,2660,113.42
50005,105700,35667,1466,132.643
58668,64700,34306,1197,81.207
53918,105900,59620,6454,99.747
89453,89200,40513,10115,122.608
58687,81200,36652,1651,77.294
74792,64400,20447,8007,5.173
87082,86500,41391,29155,114.304
81464,102100,26639,35015,70.933
88745,62800,30919,16697,3.265
88594,114700,43873,24476,46.538
60750,118900,42145,22686,9.511
84393,59000,35562,9042,3.958
54075,174700,66944,23506,50.325
10393,85900,40330,25552,381.887
96414,112900,51277,5075,72.321
94181,72700,36364,4869,305
73073,85800,46341,2945,112.338
10316,72900,40470,7091,520.91
54120,95000,46071,433,72.601
94598,64300,0,199,97.126
97907,62200,42378,5908,410.701
88326,111000,39669,3944,945.044
47884,100800,37188,1622,256.807
87451,0,40500,401,136.329
76861,134400,37622,3582,711.183
76984,80500,53939,1791,134.229
10071,23100,30455,254,119.202
60513,53400,38750,1982,718.241
84712,107400,43750,890,235.448
89667,167000,66354,125,73.807
69960,82000,35216,4558,555.731
77474,65200,40375,1685,264.515
67795,0,31131,126,58.288
10135,93800,36250,110,106.876
99999,125000,51705,940,93.668
50747,96900,49063,27969,276.069
10299,72800,35984,31905,26.634
58453,173900,55872,32718,403.905
60737,111400,54009,11335,207.872
75570,114600,48693,1296,15.573
10525,159800,71250,1606,292.033
65904,72300,59766,3377,1074.109
58263,155000,59333,1348,568.48
83237,76600,50396,3693,2509.559
84278,91700,53894,4180,1839.951
95230,229700,68229,16793,2.019
87672,229700,46267,10508,2.536
78556,225600,50681,32692,5.776
63920,886100,174153,25528,3.845
91931,388400,80908,19664,2.255
59818,376500,113361,30853,7.808
93743,367800,88248,30482,6.52
74167,227000,47011,38094,6.18
81550,0,0,366,0.123
63068,84700,29544,19547,3.569
79699,77000,34617,20719,3.928
92384,83300,37987,17602,8.745
65189,128800,43207,28684,7.156
84545,91600,43243,53621,21.119
82232,62100,31949,26989,9.67
60398,87500,40909,32561,8.695
82466,301900,73274,25563,6.621
63252,474800,102521,18944,3.52
90546,84800,32404,26042,6.078
97282,81600,29277,29557,5.84
95192,104500,35723,28998,5.449
91640,837800,114336,34775,12.705
65417,376100,67548,26137,4.3
10146,61600,25354,23940,6.48
71764,629600,88471,14331,2.862
96357,56100,29272,16808,9.171
53071,69400,31296,17814,12.992
97781,481500,73689,10258,2.521
99061,124000,41976,15762,3.185
59739,81000,26061,12757,22.124
99876,62100,31037,27965,5.975
91010,104800,45271,33678,13.73
58776,188500,38729,35896,5.703
91779,121400,27576,71969,7.117
57203,86500,39513,19819,6.234
93288,95700,40832,26713,9.414
70953,136500,54468,45081,14.053
49863,147800,75808,37146,18.506
86779,231600,46383,36385,6.251
94914,171000,58409,23358,14.906
91875,168600,71788,30949,39.082
48250,79900,44690,31255,11.541
76199,317100,78750,1196,0.117
62038,118400,52476,21077,13.82
49430,68800,40077,15294,11.082
59414,122100,52735,28521,24.581
67386,69200,52963,4611,6.673
63144,73200,26960,15085,7.325
95190,85000,43468,28954,12.308
68421,124000,46646,22290,5.588
60815,343400,47808,41989,8.359
47191,628800,98862,18673,3.46
10094,271100,57920,39208,4.263
69469,166400,50981,16406,8.25
75014,266300,131453,16949,9.841
48346,89900,27439,40830,8.224
96385,169100,83452,25152,5.424
99816,198000,44670,34299,4.6
66198,139800,67095,45847,14.724
88145,145600,54928,35326,8.213
50703,120000,59640,31366,8.597
71715,95000,38033,30559,5.992
53483,160400,71428,46017,13.012
61877,126300,44824,25671,4.468
54563,94700,39103,56526,7.318
93097,115000,52327,34790,13.837
10641,108700,34920,37267,5.439
10186,120800,48612,37388,11.006
67760,86100,31930,33803,4.773
90798,244400,63701,52151,8.715
76995,69600,32040,14777,10.71
80913,405700,101743,31280,7.302
94569,157600,41285,45275,6.383
93648,205500,27691,47860,3.097
93808,138800,49825,49900,12.554
10545,120700,55290,70837,10.314
92415,134300,66914,95137,30.746
85390,103900,53362,16074,5.294
99214,92800,41119,28009,6.783
75131,86500,34187,36399,6.664
10044,95600,42287,49660,11.184
89939,129900,64766,48685,12.715
92374,142300,39583,32930,8.22
10158,108100,31516,23472,7.181
87798,139500,37706,33745,7.616
81166,76400,31383,46929,12.026
66330,351000,168611,8498,11.273
58219,182200,88148,66502,15.386
64366,292300,58538,32628,5.986
94263,440000,83686,13076,1.775
10225,98800,36355,47091,6.221
10510,103400,38259,30769,18.898
75186,135100,61783,18118,57.68
95466,110400,48208,16710,61.834
95719,181100,57688,21314,37.847
77640,75600,38962,11931,41.129
73457,240900,85127,16036,126.198
83201,110300,44617,33678,317.958
49061,84600,40514,20160,317.69
56393,104400,44706,6824,153.111
10130,158900,65655,12471,39.05
69601,114100,48459,33971,26.473
77614,163500,70554,37512,16.869
79594,261500,125990,26122,8.458
10404,170900,91446,53578,17.361
10578,89400,43074,32517,671.393
53501,228100,84909,30215,75.901
99148,189100,77929,24010,57.043
54902,237500,74091,24498,130.088
53190,94900,45917,19987,62.785
56677,95400,52127,4993,123.818
85059,156300,71118,721,52.494
79552,62100,37889,5280,32.938
86907,144200,58655,4600,8.144
90278,107300,44750,3269,69.269
79045,109300,27500,2223,30.346
48691,163000,67921,25769,35.482
59469,63900,36445,7665,127.2
79519,80300,46734,12164,51.902
94811,121200,67078,54609,23.723
59255,159700,69046,39351,34.049
48783,233700,92338,28708,38.894
10483,96200,47098,14685,97.242
67141,215600,100997,70544,25.129
67478,198600,68597,23136,12.429
90087,322800,102528,34961,13.109
67834,377400,136957,35369,11.274
79105,269100,78888,11857,17.486
85853,190000,90734,19534,21.807
10213,195100,93474,36407,40.255
47513,162100,84164,40384,13.913
60755,267900,115783,21255,20.862
93812,124200,60942,43317,26.81
68848,768800,169545,17491,3.751
99420,246200,111621,33682,64.896
60505,203500,89012,28595,18.835
81109,105100,42746,23047,518.353
94445,198400,51342,9585,190.066
81733,92100,48482,2205,53.258
66477,86200,50789,13933,170.804
76031,150700,46464,9483,144.295
10357,209100,101552,72264,38.384
92151,124200,70341,2283,111.632
50860,211700,100457,50539,58.327
95969,64700,37656,4816,190.954
60928,119600,47786,17054,321.887
66092,94400,43958,1137,192.924
57080,127900,74836,11872,99.875
56518,132500,71096,94382,29.887
49264,227800,100504,71889,20.35
93481,229600,113046,56274,32.778
53047,128600,62629,10679,147.839
91422,99400,39353,7161,194.772
70393,182900,77634,35321,130.752
76573,162700,61196,12782,208.036
54381,151800,58633,35897,10.455
10005,263500,93955,24739,9.727
49317,105500,53767,8097,142.335
50533,162600,64048,11068,154.836
51207,135000,55560,4054,83.334
87948,114100,60161,6851,47.49
53543,97100,41079,14148,216.982
61497,112800,63473,35554,11.236
73531,162800,82630,23104,57.697
74245,303500,137231,61600,40.777
59154,175000,76590,49906,15.484
68933,91600,45813,37995,5.615
61507,89100,43277,24251,8.562
51951,164100,74894,23223,9.154
10165,70400,31840,35977,9.152
58802,153300,64489,13731,29.379
55426,117400,53672,46627,158.523
81014,105100,37996,4942,218.058
55480,108400,59812,30309,204.837
10436,143300,73117,5315,20.157
75973,79500,36806,8673,2.747
79093,56200,47038,1191,41.413
93557,78600,45936,36489,23.942
61428,124500,58261,49507,41.473
10606,188800,96779,17031,90.007
64344,88000,51209,31086,13.158
88376,102400,51429,15639,19.664
56728,126300,62785,26236,78.413
79541,132400,83148,2863,35.99
71755,95700,57400,31295,313.992
84527,141100,80152,30690,12.514
10745,86800,55250,934,145.638
79034,141500,69810,38806,50.389
53144,87000,46414,17412,118.066
64735,146600,67222,19431,12.181
90344,204600,96133,47636,26.373
10754,66900,43750,9735,2.666
94667,122400,35263,23043,7.507
49845,148800,45319,17753,3.814
54849,266100,66607,8863,35.405
85949,92100,59659,1005,31.338
61117,96400,60533,10459,14.843
84203,124300,50986,9103,52.502
10355,77800,58017,1988,52.543
53785,216300,66994,5790,3.8
50734,153600,75786,28739,23.631
48897,87600,42299,14308,12.568
82388,128800,72155,35666,34.95
87222,208300,99794,71580,30.171
99553,97900,52101,15949,239.479
88451,196000,92223,12672,37.285
51324,188900,85487,42383,25.748
83591,156200,64455,28531,166.83
84430,205600,99996,70228,32.093
49280,197200,87543,20970,12.986
99011,83500,41840,16568,2.969
53044,93100,41631,30374,17.637
96980,112000,41634,13131,10.797
87742,0,0,777,21.768
61129,132000,48059,23059,12.101
95674,141300,66189,8219,24.107
56825,104200,47176,8901,347.61
91701,76700,0,1136,52.263
51729,98800,50266,16147,5.971
65920,129800,84118,1390,22.445
69049,100300,60392,856,60.606
69056,86200,59583,8489,309.363
74768,131800,65444,21454,10.582
97812,96800,45782,26796,90.605
91138,63400,31335,16875,38.542
57463,64400,32313,37111,19.682
68454,142900,60205,13043,12.381
64876,82900,41800,17110,157.284
10372,146600,64736,20003,64.074
68714,131000,81429,4910,116.509
68217,63100,64028,1437,55.591
53183,86600,46582,27035,139.104
10120,89400,68552,2681,162.151
57136,114100,44752,6446,134.67
88661,55100,25443,14674,6.905
70967,85900,37012,2893,1.238
88995,61800,28426,15006,13.232
85996,77600,36820,40475,237.254
83735,166300,61172,28258,11.28
68879,103000,50536,17080,14.78
72284,104300,42294,11518,7.078
94813,139700,61382,12788,99.66
91247,103600,30764,15449,3.213
79729,157400,53571,23288,11.744
52712,84800,37207,30252,12.855
99270,188500,71076,10634,249.997
59979,148700,57422,2534,188.573
88457,101600,42000,3426,218.692
86356,146500,66595,2351,112.286
69505,106000,56812,11896,441.286
85987,161600,21805,56171,11.201
90282,210100,74363,48938,147.539
93661,151600,52195,5096,393.329
79151,87700,52051,6981,169.691
69990,115500,54803,2506,127.327
77900,99400,39872,7647,200.66
75831,117500,42708,1798,140.876
63124,101800,47321,15511,271.367
63329,141700,53929,3368,197.645
98400,101100,46333,1716,75.378
66139,85700,35688,1292,80.791
63553,80600,50365,4670,187.488
98582,158000,44674,1879,95.321
95032,87400,44105,41548,19.781
94787,164800,69868,25002,120.649
10175,114000,55511,11506,370.035
78364,93100,51270,8187,378.019
83875,119500,51950,5459,647.417
58243,157700,48125,7569,579.316
53271,82000,77297,911,60.706
48362,110900,57813,1860,79.422
48149,104900,55091,17144,340.973
10017,152400,47440,2209,112.855
60104,140300,48421,4295,155.936
56464,84000,41410,699,109.383
58324,98900,45412,9567,356.846
69219,111000,43428,8255,41.524
67098,285700,75346,27558,311.823
56858,105700,116875,345,188.77
96610,139900,61439,7255,71.495
10659,181100,51179,3386,73.275
57498,151900,59258,5930,230.257
70743,69400,36814,4987,1048.294
10746,399000,117882,9602,20.916
10241,99300,53673,9630,158.765
61338,53900,45043,4787,372.464
53516,90600,51382,4627,439.185
69614,267700,113385,24334,74.517
78278,276000,48060,1436,260.891
93143,94500,44893,4956,43.921
80738,81800,52337,5861,216.884
79335,162500,43407,37620,250.675
92157,90500,52500,1657,18.364
86944,73800,22768,42083,6.3
89226,138700,37810,44153,18.32
65536,93100,32043,42713,174.735
48702,160700,65669,54713,723.528
10625,84200,34335,64548,245.941
73434,118200,61807,6388,37.913
82399,152100,48098,1774,237.043
66955,0,33511,871,98.487
50492,112800,55982,5387,40.909
95370,78200,37652,11031,553.172
72597,145600,55691,9227,121.564
79960,130600,66075,14102,234.533
97567,79300,48708,10831,166.791
97263,160300,62061,591,25.545
57944,85000,39325,5137,32.561
10572,276900,79873,14618,137.703
10548,72800,43351,8171,51.943
90274,61200,36421,12612,477.708
59579,204700,85100,7898,51.269
97550,78000,43431,27593,469.003
74271,197200,87541,27770,30.867
80599,141500,61262,20103,366.891
90333,230800,60938,390,122.202
88328,87700,42431,3976,181.237
64858,77300,41096,7680,326.69
10231,193600,85236,11381,102.756
10080,144300,62083,5609,56.948
61420,306400,90728,19139,185.574
56542,174500,56956,16269,83.637
61943,149100,60088,20139,9.424
10365,173500,75273,2294,36.643
70712,174500,75538,30347,32.865
67205,123600,49934,45341,354.566
77269,135600,52000,4273,182.15
64506,98600,50313,864,12.807
68088,318000,102319,9838,77.148
67507,87300,40464,3796,282.576
94928,84600,36330,45307,7.071
87839,65100,24001,11691,2.325
89160,60900,28643,6099,1.286
62343,76700,35392,11125,2.634
96024,374500,31090,1453,1.192
76794,56500,24766,55514,7.263
84034,68600,24104,3736,0.984
80601,313300,66082,39197,10.185
78660,80100,34044,36865,7.437
48256,63100,34461,31944,10.279
95313,124300,41698,28415,6.758
54518,108300,42353,40396,8.004
82672,66600,31728,23341,13.411
79754,270000,51761,1150,1.122
80072,167300,43249,40267,14.293
70549,122000,47696,32165,10.494
73667,94300,40170,31917,11.825
85976,80300,34752,15225,13.715
61620,69800,30525,15965,9.282
74868,78800,36474,35990,30.416
99718,101700,48724,19408,21.89
59539,86500,39219,50637,41.411
87579,81700,45445,17601,22.12
95921,66100,30012,13025,1.962
56064,66200,27015,6648,7.138
98710,81000,37297,46077,13.804
10289,86400,38301,58811,10.933
87762,198000,58666,39089,10.365
72053,239300,77245,7906,3.867
98170,211300,71069,35120,12.022
75535,117500,56014,43710,13.133
91967,0,64712,357,1.048
10446,58300,27546,36929,7.371
82158,115000,45052,23514,9.608
54529,118600,58581,28736,6.637
10666,149900,50853,51111,11.316
10154,69800,38160,31395,7.812
95934,109400,62369,30757,9.331
69600,125100,60616,56511,33.22
60192,156500,70621,49176,16.414
91293,288300,100872,13638,3.92
57926,169200,63538,49951,14.856
10303,128700,64823,54903,9.613
10640,151200,65924,49435,15.179
63183,113700,56707,7372,34.576
97953,213200,91618,29007,54.314
73878,163600,77527,44817,27.056
10001,290700,121098,10826,18.306
84120,408100,73421,6855,8.688
10423,612800,128302,3950,38.924
10693,292900,102665,40586,15.874
60520,231500,91961,22660,13.771
50302,290500,112255,24844,22.162
90801,262400,101003,13513,29.865
78156,170700,68694,4673,36.635
66235,370200,106563,5591,37.586
75940,73300,41966,28710,499.777
85437,104900,41638,11949,49.005
99987,62800,20852,433,203.007
98274,55100,25954,7081,342.433
74643,54600,44846,3161,305.225
53036,0,0,0,0
10164,66400,35461,5350,1160.639
10459,115500,59530,9447,18.962
88114,86400,40917,30463,152.872
68325,56400,40791,9227,216.341
91858,78700,52466,4877,92.817
73739,87400,51000,5452,214.257
10700,268000,50231,3585,16.643
56979,151000,60091,16620,47.65
71890,60700,34505,3352,102.96
75913,74800,48953,3821,458.813
66929,102800,59886,1585,81.358
96543,77400,48631,23141,335.925
79038,162400,47461,19364,100.74
55142,43600,23506,6640,455.949
66054,68800,53546,9574,214.445
10059,69800,37287,1541,127.42
95894,68900,43309,5616,170.723
97252,75600,58839,2379,165.378
82223,60500,24817,5391,2.155
56322,98400,41705,17236,3.107
54758,52900,30111,16867,5.079
66145,56000,53141,1413,12.876
73916,61800,37198,2955,4.045
69512,65100,33563,12061,4.438
83221,79600,51495,2939,11.862
84858,134600,65701,26387,22.803
99035,106600,50439,28024,5.995
73152,116000,47901,36003,8.798
10187,162400,68953,36953,8.025
82109,182300,82430,30165,14.346
80548,84800,41221,39271,103.648
81090,67000,35152,15508,2.936
64459,164600,62450,29854,43.438
49070,94700,34874,61219,15.34
89073,90300,35554,21706,17.036
93258,54400,32174,33722,38.038
10621,82000,31563,59408,36.505
98291,66000,27352,93818,93.138
70481,105500,50905,42460,44.028
88427,0,32500,451,59.629
80509,55000,27435,39454,62.474
63713,49700,27176,10657,71.01
67681,119000,52884,30783,13.147
10222,85200,35800,42431,289.039
96750,74200,32417,63293,169.858
99016,76000,33778,53152,95.609
72451,96000,47683,34111,49.158
64897,61200,36810,12751,35.232
59098,89800,38239,4368,13.508
59226,56200,29701,32525,74.585
51455,87900,34429,34890,34.122
67404,79200,33294,57071,58.816
57318,73600,36446,70840,31.75
55253,114100,35638,12516,59.883
92417,66700,29737,40455,651.05
83051,68800,20728,18128,238.095
68397,58500,28013,55878,176.313
70279,82600,34197,38004,20.794
92267,74400,33962,63844,59.357
58429,254000,42825,2885,9.004
49219,0,0,0,0
56310,156800,55304,25160,193.595
70903,155200,63902,4952,163.542
72525,193600,46875,5205,244.597
57367,155900,0,434,38.524
69911,165900,39063,2012,23.471
54501,208400,75453,23502,92.385
83935,153600,46401,12977,277.738
86420,138100,57619,11457,93.838
10118,235700,91033,65099,28.088
10215,151600,44779,1290,52.47
56175,111500,51931,7092,109.919
